MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
Lufttemperatur,Mittlere Lufttemperatur,2014,201402,4.9,-1.2,,,10
Lufttemperatur,Mittlere Lufttemperatur,2014,201403,7.9,2.3,,,11
Lufttemperatur,Mittlere Lufttemperatur,2014,201404,11.3,9.7,,,11
Lufttemperatur,Mittlere Lufttemperatur,2014,201405,13.1,12.1,,,11
Lufttemperatur,Mittlere Lufttemperatur,2014,201406,18.3,16.5,,,11
Lufttemperatur,Mittlere Lufttemperatur,2014,201407,19.3,21.5,,,11
Lufttemperatur,Mittlere Lufttemperatur,2014,201408,17.2,19.3,,,11
Lufttemperatur,Mittlere Lufttemperatur,2014,201409,14.5,14.3,,,11
Lufttemperatur,Mittlere Lufttemperatur,2014,201410,12.2,10.9,,,11
Lufttemperatur,Mittlere Lufttemperatur,2014,201411,6.4,4.7,,,11
Lufttemperatur,Mittlere Lufttemperatur,2014,201412,3.7,2.9,,,11
Lufttemperatur,Mittlere Lufttemperatur,2013,201301,0.8,1.9,,,10
Lufttemperatur,Mittlere Lufttemperatur,2013,201302,-1.2,-3.2,,,10
Lufttemperatur,Mittlere Lufttemperatur,2013,201303,2.3,7.7,,,10
Lufttemperatur,Mittlere Lufttemperatur,2013,201304,9.7,10,,,10
Lufttemperatur,Mittlere Lufttemperatur,2013,201305,12.1,15.4,,,9
Lufttemperatur,Mittlere Lufttemperatur,2013,201306,16.5,18.2,,,9
Lufttemperatur,Mittlere Lufttemperatur,2013,201307,21.5,19.3,,,10
Lufttemperatur,Mittlere Lufttemperatur,2013,201308,19.3,20,,,9
Lufttemperatur,Mittlere Lufttemperatur,2013,201309,14.3,14.9,,,9
Lufttemperatur,Mittlere Lufttemperatur,2013,201310,10.9,9.5,,,10
Lufttemperatur,Mittlere Lufttemperatur,2013,201311,4.7,5.7,,,9
Lufttemperatur,Mittlere Lufttemperatur,2013,201312,2.9,2.4,,,9
Lufttemperatur,Mittlere Lufttemperatur,2012,201201,1.9,1,,,10
Lufttemperatur,Mittlere Lufttemperatur,2012,201202,-3.2,2,,,10
Lufttemperatur,Mittlere Lufttemperatur,2012,201203,7.7,6.4,,,10
Lufttemperatur,Mittlere Lufttemperatur,2012,201204,10,12.5,,,10
Lufttemperatur,Mittlere Lufttemperatur,2012,201205,15.4,15.1,,,10
Lufttemperatur,Mittlere Lufttemperatur,2012,201206,18.2,17.2,,,10
Lufttemperatur,Mittlere Lufttemperatur,2012,201207,19.3,17.1,,,10
Lufttemperatur,Mittlere Lufttemperatur,2012,201208,20,20,,,10
Lufttemperatur,Mittlere Lufttemperatur,2012,201209,14.9,16.3,,,10
Lufttemperatur,Mittlere Lufttemperatur,2012,201210,9.5,9.3,,,10
Lufttemperatur,Mittlere Lufttemperatur,2012,201211,5.7,4.1,,,10
Lufttemperatur,Mittlere Lufttemperatur,2012,201212,2.4,4,,,10
Lufttemperatur,Mittlere Lufttemperatur,2011,201101,1,-2.5,,,9
Lufttemperatur,Mittlere Lufttemperatur,2011,201102,2,0.5,,,9
Lufttemperatur,Mittlere Lufttemperatur,2011,201103,6.4,5.1,,,9
Lufttemperatur,Mittlere Lufttemperatur,2011,201104,12.5,9.8,,,10
Lufttemperatur,Mittlere Lufttemperatur,2011,201105,15.1,11.8,,,10
Lufttemperatur,Mittlere Lufttemperatur,2011,201106,17.2,17.1,,,10
Lufttemperatur,Mittlere Lufttemperatur,2011,201107,17.1,20.7,,,10
Lufttemperatur,Mittlere Lufttemperatur,2011,201108,20,17.6,,,10
Lufttemperatur,Mittlere Lufttemperatur,2011,201109,16.3,12.9,,,10
Lufttemperatur,Mittlere Lufttemperatur,2011,201110,9.3,8.5,,,10
Lufttemperatur,Mittlere Lufttemperatur,2011,201111,4.1,5.6,,,10
Lufttemperatur,Mittlere Lufttemperatur,2011,201112,4,-1.2,,,10
Lufttemperatur,Mittlere Lufttemperatur,2010,201001,-2.5,-2.3,,,10
Lufttemperatur,Mittlere Lufttemperatur,2010,201002,0.5,-0.2,,,10
Lufttemperatur,Mittlere Lufttemperatur,2010,201003,5.1,4.1,,,10
Lufttemperatur,Mittlere Lufttemperatur,2010,201004,9.8,13,,,10
Lufttemperatur,Mittlere Lufttemperatur,2010,201005,11.8,15.4,,,9
Lufttemperatur,Mittlere Lufttemperatur,2010,201006,17.1,16.2,,,10
Lufttemperatur,Mittlere Lufttemperatur,2010,201007,20.7,19.2,,,10
Lufttemperatur,Mittlere Lufttemperatur,2010,201008,17.6,20.1,,,9
Lufttemperatur,Mittlere Lufttemperatur,2010,201009,12.9,15.7,,,9
Lufttemperatur,Mittlere Lufttemperatur,2010,201010,8.5,9.2,,,9
Lufttemperatur,Mittlere Lufttemperatur,2010,201011,5.6,7.6,,,9
Lufttemperatur,Mittlere Lufttemperatur,2010,201012,-1.2,1,,,9
Lufttemperatur,Mittlere Lufttemperatur,2009,200901,-2.3,3.7,,,10
Lufttemperatur,Mittlere Lufttemperatur,2009,200902,-0.2,4.2,,,9
Lufttemperatur,Mittlere Lufttemperatur,2009,200903,4.1,5.1,,,9
Lufttemperatur,Mittlere Lufttemperatur,2009,200904,13,8.8,,,10
Lufttemperatur,Mittlere Lufttemperatur,2009,200905,15.4,15.4,,,10
Lufttemperatur,Mittlere Lufttemperatur,2009,200906,16.2,18.2,,,9
Lufttemperatur,Mittlere Lufttemperatur,2009,200907,19.2,18.8,,,9
Lufttemperatur,Mittlere Lufttemperatur,2009,200908,20.1,18.7,,,10
Lufttemperatur,Mittlere Lufttemperatur,2009,200909,15.7,12.9,,,10
Lufttemperatur,Mittlere Lufttemperatur,2009,200910,9.2,10.1,,,10
Lufttemperatur,Mittlere Lufttemperatur,2009,200911,7.6,5,,,10
Lufttemperatur,Mittlere Lufttemperatur,2009,200912,1,1.1,,,10
Lufttemperatur,Mittlere Lufttemperatur,2008,200801,3.7,5.1,,,10
Lufttemperatur,Mittlere Lufttemperatur,2008,200802,4.2,5.3,,,10
Lufttemperatur,Mittlere Lufttemperatur,2008,200803,5.1,6.7,,,10
Lufttemperatur,Mittlere Lufttemperatur,2008,200804,8.8,13.4,,,10
Lufttemperatur,Mittlere Lufttemperatur,2008,200805,15.4,15.6,,,10
Lufttemperatur,Mittlere Lufttemperatur,2008,200806,18.2,18.9,,,10
Lufttemperatur,Mittlere Lufttemperatur,2008,200807,18.8,18.9,,,10
Lufttemperatur,Mittlere Lufttemperatur,2008,200808,18.7,17.8,,,10
Lufttemperatur,Mittlere Lufttemperatur,2008,200809,12.9,12.9,,,10
Lufttemperatur,Mittlere Lufttemperatur,2008,200810,10.1,8.9,,,10
Lufttemperatur,Mittlere Lufttemperatur,2008,200811,5,2.6,,,10
Lufttemperatur,Mittlere Lufttemperatur,2008,200812,1.1,0.8,,,10
Lufttemperatur,Mittlere Lufttemperatur,2007,200701,5.1,-3.2,,,11
Lufttemperatur,Mittlere Lufttemperatur,2007,200702,5.3,-0.4,,,11
Lufttemperatur,Mittlere Lufttemperatur,2007,200703,6.7,2.5,,,11
Lufttemperatur,Mittlere Lufttemperatur,2007,200704,13.4,9.2,,,12
Lufttemperatur,Mittlere Lufttemperatur,2007,200705,15.6,13.8,,,12
Lufttemperatur,Mittlere Lufttemperatur,2007,200706,18.9,18.2,,,12
Lufttemperatur,Mittlere Lufttemperatur,2007,200707,18.9,22.8,,,12
Lufttemperatur,Mittlere Lufttemperatur,2007,200708,17.8,15.6,,,12
Lufttemperatur,Mittlere Lufttemperatur,2007,200709,12.9,17.2,,,11
Lufttemperatur,Mittlere Lufttemperatur,2007,200710,8.9,12.7,,,11
Lufttemperatur,Mittlere Lufttemperatur,2007,200711,2.6,6.6,,,11
Lufttemperatur,Mittlere Lufttemperatur,2007,200712,0.8,3.3,,,11
Lufttemperatur,Mittlere Lufttemperatur,2006,200601,-3.2,1,,,9
Lufttemperatur,Mittlere Lufttemperatur,2006,200602,-0.4,-1.9,,,9
Lufttemperatur,Mittlere Lufttemperatur,2006,200603,2.5,4.3,,,9
Lufttemperatur,Mittlere Lufttemperatur,2006,200604,9.2,10.1,,,9
Lufttemperatur,Mittlere Lufttemperatur,2006,200605,13.8,13.8,,,9
Lufttemperatur,Mittlere Lufttemperatur,2006,200606,18.2,18.3,,,9
Lufttemperatur,Mittlere Lufttemperatur,2006,200607,22.8,18.6,,,9
Lufttemperatur,Mittlere Lufttemperatur,2006,200608,15.6,16.5,,,9
Lufttemperatur,Mittlere Lufttemperatur,2006,200609,17.2,15.7,,,9
Lufttemperatur,Mittlere Lufttemperatur,2006,200610,12.7,10.7,,,9
Lufttemperatur,Mittlere Lufttemperatur,2006,200611,6.6,3.6,,,10
Lufttemperatur,Mittlere Lufttemperatur,2006,200612,3.3,-0.4,,,10
Lufttemperatur,Mittlere Lufttemperatur,2005,200501,1,0.1,,,10
Lufttemperatur,Mittlere Lufttemperatur,2005,200502,-1.9,2.6,,,9
Lufttemperatur,Mittlere Lufttemperatur,2005,200503,4.3,4.3,,,9
Lufttemperatur,Mittlere Lufttemperatur,2005,200504,10.1,10.1,,,9
Lufttemperatur,Mittlere Lufttemperatur,2005,200505,13.8,12,,,9
Lufttemperatur,Mittlere Lufttemperatur,2005,200506,18.3,16.6,,,10
Lufttemperatur,Mittlere Lufttemperatur,2005,200507,18.6,18.2,,,10
Lufttemperatur,Mittlere Lufttemperatur,2005,200508,16.5,19.6,,,9
Lufttemperatur,Mittlere Lufttemperatur,2005,200509,15.7,15.1,,,9
Lufttemperatur,Mittlere Lufttemperatur,2005,200510,10.7,11.5,,,9
Lufttemperatur,Mittlere Lufttemperatur,2005,200511,3.6,4.1,,,9
Lufttemperatur,Mittlere Lufttemperatur,2005,200512,-0.4,0.1,,,9
Lufttemperatur,Mittlere Lufttemperatur,2004,200401,0.1,-0.2,,,10
Lufttemperatur,Mittlere Lufttemperatur,2004,200402,2.6,-2.8,,,11
Lufttemperatur,Mittlere Lufttemperatur,2004,200403,4.3,6.8,,,10
Lufttemperatur,Mittlere Lufttemperatur,2004,200404,10.1,9.4,,,11
Lufttemperatur,Mittlere Lufttemperatur,2004,200405,12,15.8,,,10
Lufttemperatur,Mittlere Lufttemperatur,2004,200406,16.6,22.1,,,10
Lufttemperatur,Mittlere Lufttemperatur,2004,200407,18.2,20.1,,,10
Lufttemperatur,Mittlere Lufttemperatur,2004,200408,19.6,23.3,,,9
Lufttemperatur,Mittlere Lufttemperatur,2004,200409,15.1,14.7,,,9
Lufttemperatur,Mittlere Lufttemperatur,2004,200410,11.5,6.7,,,10
Lufttemperatur,Mittlere Lufttemperatur,2004,200411,4.1,5.2,,,10
Lufttemperatur,Mittlere Lufttemperatur,2004,200412,0.1,1.1,,,10
Lufttemperatur,Mittlere Lufttemperatur,2003,200301,-0.2,0.6,,,10
Lufttemperatur,Mittlere Lufttemperatur,2003,200302,-2.8,5.9,,,10
Lufttemperatur,Mittlere Lufttemperatur,2003,200303,6.8,6.9,,,10
Lufttemperatur,Mittlere Lufttemperatur,2003,200304,9.4,8.8,,,10
Lufttemperatur,Mittlere Lufttemperatur,2003,200305,15.8,14.4,,,10
Lufttemperatur,Mittlere Lufttemperatur,2003,200306,22.1,19.7,,,10
Lufttemperatur,Mittlere Lufttemperatur,2003,200307,20.1,18.7,,,10
Lufttemperatur,Mittlere Lufttemperatur,2003,200308,23.3,18.7,,,11
Lufttemperatur,Mittlere Lufttemperatur,2003,200309,14.7,12.8,,,11
Lufttemperatur,Mittlere Lufttemperatur,2003,200310,6.7,9.9,,,10
Lufttemperatur,Mittlere Lufttemperatur,2003,200311,5.2,6.8,,,10
Lufttemperatur,Mittlere Lufttemperatur,2003,200312,1.1,2.3,,,10
Lufttemperatur,Mittlere Lufttemperatur,2002,200201,0.6,0.7,,,10
Lufttemperatur,Mittlere Lufttemperatur,2002,200202,5.9,3.4,,,10
Lufttemperatur,Mittlere Lufttemperatur,2002,200203,6.9,7,,,10
Lufttemperatur,Mittlere Lufttemperatur,2002,200204,8.8,7.8,,,10
Lufttemperatur,Mittlere Lufttemperatur,2002,200205,14.4,16.1,,,10
Lufttemperatur,Mittlere Lufttemperatur,2002,200206,19.7,15.3,,,10
Lufttemperatur,Mittlere Lufttemperatur,2002,200207,18.7,19.2,,,10
Lufttemperatur,Mittlere Lufttemperatur,2002,200208,18.7,19.7,,,10
Lufttemperatur,Mittlere Lufttemperatur,2002,200209,12.8,11.8,,,10
Lufttemperatur,Mittlere Lufttemperatur,2002,200210,9.9,13.7,,,10
Lufttemperatur,Mittlere Lufttemperatur,2002,200211,6.8,2.9,,,10
Lufttemperatur,Mittlere Lufttemperatur,2002,200212,2.3,-0.8,,,10
Lufttemperatur,Mittlere Lufttemperatur,2001,200101,0.7,-0.4,,,11
Lufttemperatur,Mittlere Lufttemperatur,2001,200102,3.4,4.7,,,11
Lufttemperatur,Mittlere Lufttemperatur,2001,200103,7,5.9,,,11
Lufttemperatur,Mittlere Lufttemperatur,2001,200104,7.8,11.3,,,10
Lufttemperatur,Mittlere Lufttemperatur,2001,200105,16.1,15.6,,,10
Lufttemperatur,Mittlere Lufttemperatur,2001,200106,15.3,18.8,,,10
Lufttemperatur,Mittlere Lufttemperatur,2001,200107,19.2,16.5,,,10
Lufttemperatur,Mittlere Lufttemperatur,2001,200108,19.7,19.7,,,10
Lufttemperatur,Mittlere Lufttemperatur,2001,200109,11.8,14.7,,,10
Lufttemperatur,Mittlere Lufttemperatur,2001,200110,13.7,10.8,,,10
Lufttemperatur,Mittlere Lufttemperatur,2001,200111,2.9,6.3,,,10
Lufttemperatur,Mittlere Lufttemperatur,2001,200112,-0.8,3.2,,,10
Lufttemperatur,Mittlere Lufttemperatur,2000,200001,-0.4,,,,0
Lufttemperatur,Mittlere Lufttemperatur,2000,200002,4.7,,,,2
Lufttemperatur,Mittlere Lufttemperatur,2000,200003,5.9,,,,3
Lufttemperatur,Mittlere Lufttemperatur,2000,200004,11.3,,,,5
Lufttemperatur,Mittlere Lufttemperatur,2000,200005,15.6,,,,7
Lufttemperatur,Mittlere Lufttemperatur,2000,200006,18.8,,,,9
Lufttemperatur,Mittlere Lufttemperatur,2000,200007,16.5,,,,10
Lufttemperatur,Mittlere Lufttemperatur,2000,200008,19.7,,,,12
Lufttemperatur,Mittlere Lufttemperatur,2000,200009,14.7,,,,12
Lufttemperatur,Mittlere Lufttemperatur,2000,200010,10.8,,,,12
Lufttemperatur,Mittlere Lufttemperatur,2000,200011,6.3,,,,11
Lufttemperatur,Mittlere Lufttemperatur,2000,200012,3.2,,,,11
Lufttemperatur,Tiefste Lufttemperatur,2021,202101,,-4.6,,,
Lufttemperatur,Tiefste Lufttemperatur,2021,202102,,-3.6,,,
Lufttemperatur,Tiefste Lufttemperatur,2021,202103,,-4.3,,,
Lufttemperatur,Tiefste Lufttemperatur,2021,202104,,-3.4,,,
Lufttemperatur,Tiefste Lufttemperatur,2021,202105,,1.6,,,
Lufttemperatur,Tiefste Lufttemperatur,2021,202106,,8.3,,,
Lufttemperatur,Tiefste Lufttemperatur,2021,202107,,10.6,,,
Lufttemperatur,Tiefste Lufttemperatur,2021,202108,,10,,,
Lufttemperatur,Tiefste Lufttemperatur,2021,202109,,4.9,,,
Lufttemperatur,Tiefste Lufttemperatur,2021,202110,,1.3,,,
Lufttemperatur,Tiefste Lufttemperatur,2021,202111,,-4.3,,,
Lufttemperatur,Tiefste Lufttemperatur,2021,202112,,,,,
Lufttemperatur,Tiefste Lufttemperatur,2020,202001,-4.6,-8,,,2
Lufttemperatur,Tiefste Lufttemperatur,2020,202002,-3.6,-6.6,,,2
Lufttemperatur,Tiefste Lufttemperatur,2020,202003,-4.3,-1.4,,,2
Lufttemperatur,Tiefste Lufttemperatur,2020,202004,-3.4,2.4,,,1
Lufttemperatur,Tiefste Lufttemperatur,2020,202005,1.6,2.1,,,1
Lufttemperatur,Tiefste Lufttemperatur,2020,202006,8.3,9.7,,,1
Lufttemperatur,Tiefste Lufttemperatur,2020,202007,10.6,11,,,1
Lufttemperatur,Tiefste Lufttemperatur,2020,202008,10,9.8,,,1
Lufttemperatur,Tiefste Lufttemperatur,2020,202009,4.9,3.4,,,1
Lufttemperatur,Tiefste Lufttemperatur,2020,202010,1.3,2.9,,,1
Lufttemperatur,Tiefste Lufttemperatur,2020,202011,-4.3,-1.7,,,1
Lufttemperatur,Tiefste Lufttemperatur,2020,202012,,-4.8,,,
Lufttemperatur,Tiefste Lufttemperatur,2019,201901,-8,-2.5,,,0
Lufttemperatur,Tiefste Lufttemperatur,2019,201902,-6.6,-13.4,,,1
Lufttemperatur,Tiefste Lufttemperatur,2019,201903,-1.4,-11.3,,,2
Lufttemperatur,Tiefste Lufttemperatur,2019,201904,2.4,1.9,,,2
Lufttemperatur,Tiefste Lufttemperatur,2019,201905,2.1,8.8,,,1
Lufttemperatur,Tiefste Lufttemperatur,2019,201906,9.7,8.9,,,1
Lufttemperatur,Tiefste Lufttemperatur,2019,201907,11,11,,,1
Lufttemperatur,Tiefste Lufttemperatur,2019,201908,9.8,8.3,,,1
Lufttemperatur,Tiefste Lufttemperatur,2019,201909,3.4,2.7,,,1
Lufttemperatur,Tiefste Lufttemperatur,2019,201910,2.9,1.2,,,2
Lufttemperatur,Tiefste Lufttemperatur,2019,201911,-1.7,-1.8,,,2
Lufttemperatur,Tiefste Lufttemperatur,2019,201912,-4.8,-5.4,,,2
Lufttemperatur,Tiefste Lufttemperatur,2018,201801,-2.5,-14.8,,,2
Lufttemperatur,Tiefste Lufttemperatur,2018,201802,-13.4,-4.2,,,1
Lufttemperatur,Tiefste Lufttemperatur,2018,201803,-11.3,-1.4,,,0
Lufttemperatur,Tiefste Lufttemperatur,2018,201804,1.9,-1.3,,,0
Lufttemperatur,Tiefste Lufttemperatur,2018,201805,8.8,2.1,,,1
Lufttemperatur,Tiefste Lufttemperatur,2018,201806,8.9,7.2,,,1
Lufttemperatur,Tiefste Lufttemperatur,2018,201807,11,11.4,,,1
Lufttemperatur,Tiefste Lufttemperatur,2018,201808,8.3,9.2,,,1
Lufttemperatur,Tiefste Lufttemperatur,2018,201809,2.7,5.4,,,1
Lufttemperatur,Tiefste Lufttemperatur,2018,201810,1.2,0.3,,,1
Lufttemperatur,Tiefste Lufttemperatur,2018,201811,-1.8,-1.6,,,1
Lufttemperatur,Tiefste Lufttemperatur,2018,201812,-5.4,-4.5,,,1
Lufttemperatur,Tiefste Lufttemperatur,2017,201701,-14.8,-8.1,,,1
Lufttemperatur,Tiefste Lufttemperatur,2017,201702,-4.2,-2.6,,,1
Lufttemperatur,Tiefste Lufttemperatur,2017,201703,-1.4,-2.7,,,1
Lufttemperatur,Tiefste Lufttemperatur,2017,201704,-1.3,0,,,1
Lufttemperatur,Tiefste Lufttemperatur,2017,201705,2.1,3,,,0
Lufttemperatur,Tiefste Lufttemperatur,2017,201706,7.2,9.8,,,0
Lufttemperatur,Tiefste Lufttemperatur,2017,201707,11.4,9.6,,,0
Lufttemperatur,Tiefste Lufttemperatur,2017,201708,9.2,10,,,0
Lufttemperatur,Tiefste Lufttemperatur,2017,201709,5.4,5.9,,,0
Lufttemperatur,Tiefste Lufttemperatur,2017,201710,0.3,1.9,,,0
Lufttemperatur,Tiefste Lufttemperatur,2017,201711,-1.6,-5.9,,,1
Lufttemperatur,Tiefste Lufttemperatur,2017,201712,-4.5,-6.2,,,1
Lufttemperatur,Tiefste Lufttemperatur,2016,201601,-8.1,-5.8,,,1
Lufttemperatur,Tiefste Lufttemperatur,2016,201602,-2.6,-9.1,,,2
Lufttemperatur,Tiefste Lufttemperatur,2016,201603,-2.7,-2,,,2
Lufttemperatur,Tiefste Lufttemperatur,2016,201604,0,-1.5,,,2
Lufttemperatur,Tiefste Lufttemperatur,2016,201605,3,5.7,,,2
Lufttemperatur,Tiefste Lufttemperatur,2016,201606,9.8,9,,,2
Lufttemperatur,Tiefste Lufttemperatur,2016,201607,9.6,10.3,,,2
Lufttemperatur,Tiefste Lufttemperatur,2016,201608,10,10.8,,,2
Lufttemperatur,Tiefste Lufttemperatur,2016,201609,5.9,5.9,,,2
Lufttemperatur,Tiefste Lufttemperatur,2016,201610,1.9,0.7,,,2
Lufttemperatur,Tiefste Lufttemperatur,2016,201611,-5.9,-3.6,,,1
Lufttemperatur,Tiefste Lufttemperatur,2016,201612,-6.2,-3.7,,,1
Lufttemperatur,Tiefste Lufttemperatur,2015,201501,-5.8,-5.7,,,1
Lufttemperatur,Tiefste Lufttemperatur,2015,201502,-9.1,-3.2,,,0
Lufttemperatur,Tiefste Lufttemperatur,2015,201503,-2,-1.1,,,0
Lufttemperatur,Tiefste Lufttemperatur,2015,201504,-1.5,-0.8,,,0
Lufttemperatur,Tiefste Lufttemperatur,2015,201505,5.7,1.9,,,1
Lufttemperatur,Tiefste Lufttemperatur,2015,201506,9,7.8,,,1
Lufttemperatur,Tiefste Lufttemperatur,2015,201507,10.3,9.5,,,1
Lufttemperatur,Tiefste Lufttemperatur,2015,201508,10.8,9.2,,,1
Lufttemperatur,Tiefste Lufttemperatur,2015,201509,5.9,4,,,1
Lufttemperatur,Tiefste Lufttemperatur,2015,201510,0.7,1.1,,,1
Lufttemperatur,Tiefste Lufttemperatur,2015,201511,-3.6,0.4,,,1
Lufttemperatur,Tiefste Lufttemperatur,2015,201512,-3.7,-11.6,,,1
Lufttemperatur,Tiefste Lufttemperatur,2014,201401,-5.7,-6.7,,,0
Lufttemperatur,Tiefste Lufttemperatur,2014,201402,-3.2,-9.2,,,1
Lufttemperatur,Tiefste Lufttemperatur,2014,201403,-1.1,-5.6,,,1
Lufttemperatur,Tiefste Lufttemperatur,2014,201404,-0.8,-1.9,,,1
Lufttemperatur,Tiefste Lufttemperatur,2014,201405,1.9,3.9,,,1
Lufttemperatur,Tiefste Lufttemperatur,2014,201406,7.8,5.8,,,1
Lufttemperatur,Tiefste Lufttemperatur,2014,201407,9.5,11.2,,,1
Lufttemperatur,Tiefste Lufttemperatur,2014,201408,9.2,9.7,,,1
Lufttemperatur,Tiefste Lufttemperatur,2014,201409,4,6,,,1
Lufttemperatur,Tiefste Lufttemperatur,2014,201410,1.1,1.4,,,1
Lufttemperatur,Tiefste Lufttemperatur,2014,201411,0.4,-6.1,,,2
Lufttemperatur,Tiefste Lufttemperatur,2014,201412,-11.6,-5,,,1
Lufttemperatur,Tiefste Lufttemperatur,2013,201301,-6.7,-7.4,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2013,201302,-9.2,-16.6,,,0
Lufttemperatur,Tiefste Lufttemperatur,2013,201303,-5.6,-2.1,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2013,201304,-1.9,-1.9,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2013,201305,3.9,2,,,0
Lufttemperatur,Tiefste Lufttemperatur,2013,201306,5.8,8.1,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2013,201307,11.2,8.6,,,0
Lufttemperatur,Tiefste Lufttemperatur,2013,201308,9.7,10.3,,,0
Lufttemperatur,Tiefste Lufttemperatur,2013,201309,6,4.9,,,0
Lufttemperatur,Tiefste Lufttemperatur,2013,201310,1.4,-1.9,,,0
Lufttemperatur,Tiefste Lufttemperatur,2013,201311,-6.1,-2.6,,,0
Lufttemperatur,Tiefste Lufttemperatur,2013,201312,-5,-12.2,,,0
Lufttemperatur,Tiefste Lufttemperatur,2012,201201,-7.4,-10.5,,,1
Lufttemperatur,Tiefste Lufttemperatur,2012,201202,-16.6,-8.7,,,0
Lufttemperatur,Tiefste Lufttemperatur,2012,201203,-2.1,-5.3,,,0
Lufttemperatur,Tiefste Lufttemperatur,2012,201204,-1.9,0.5,,,0
Lufttemperatur,Tiefste Lufttemperatur,2012,201205,2,0.6,,,0
Lufttemperatur,Tiefste Lufttemperatur,2012,201206,8.1,9.6,,,0
Lufttemperatur,Tiefste Lufttemperatur,2012,201207,8.6,9.2,,,0
Lufttemperatur,Tiefste Lufttemperatur,2012,201208,10.3,9.7,,,0
Lufttemperatur,Tiefste Lufttemperatur,2012,201209,4.9,7.1,,,0
Lufttemperatur,Tiefste Lufttemperatur,2012,201210,-1.9,-2.5,,,0
Lufttemperatur,Tiefste Lufttemperatur,2012,201211,-2.6,-2.8,,,0
Lufttemperatur,Tiefste Lufttemperatur,2012,201212,-12.2,-3.1,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2011,201101,-10.5,-9.6,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2011,201102,-8.7,-9.6,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2011,201103,-5.3,-10.9,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2011,201104,0.5,0.3,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2011,201105,0.6,4.4,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2011,201106,9.6,7.6,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2011,201107,9.2,9.9,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2011,201108,9.7,8,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2011,201109,7.1,5.4,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2011,201110,-2.5,-1.8,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2011,201111,-2.8,-8.5,,,0
Lufttemperatur,Tiefste Lufttemperatur,2011,201112,-3.1,-8.6,,,0
Lufttemperatur,Tiefste Lufttemperatur,2010,201001,-9.6,-12.3,,,0
Lufttemperatur,Tiefste Lufttemperatur,2010,201002,-9.6,-10.8,,,0
Lufttemperatur,Tiefste Lufttemperatur,2010,201003,-10.9,-3.5,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2010,201004,0.3,1.8,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2010,201005,4.4,3,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2010,201006,7.6,8.4,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2010,201007,9.9,9.5,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2010,201008,8,8.5,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2010,201009,5.4,7.7,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2010,201010,-1.8,-1.4,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2010,201011,-8.5,-0.9,,,-2
Lufttemperatur,Tiefste Lufttemperatur,2010,201012,-8.6,-15.8,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2009,200901,-12.3,-5.8,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2009,200902,-10.8,-7.1,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2009,200903,-3.5,-5.6,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2009,200904,1.8,-1.7,,,0
Lufttemperatur,Tiefste Lufttemperatur,2009,200905,3,5.1,,,-1
Lufttemperatur,Tiefste Lufttemperatur,2009,200906,8.4,7,,,0
Lufttemperatur,Tiefste Lufttemperatur,2009,200907,9.5,9.9,,,0
Lufttemperatur,Tiefste Lufttemperatur,2009,200908,8.5,8.1,,,0
Lufttemperatur,Tiefste Lufttemperatur,2009,200909,7.7,2.5,,,0
Lufttemperatur,Tiefste Lufttemperatur,2009,200910,-1.4,0,,,0
Lufttemperatur,Tiefste Lufttemperatur,2009,200911,-0.9,-4.3,,,0
Lufttemperatur,Tiefste Lufttemperatur,2009,200912,-15.8,-7.9,,,0
Lufttemperatur,Tiefste Lufttemperatur,2008,200801,-5.8,-7.9,,,1
Lufttemperatur,Tiefste Lufttemperatur,2008,200802,-7.1,-2.5,,,1
Lufttemperatur,Tiefste Lufttemperatur,2008,200803,-5.6,-1.3,,,0
